NAME,DISTURBANCE_ID,TM,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,CENTRAL_PRES_UNCERTAINTY,MN_RADIUS_OUTER_ISOBAR,MN_RADIUS_GF_WND,MN_RADIUS_SF_WIND,MN_RADIUS_HF_WIND,MN_RADIUS_MAX_WIND,MAX_WIND_SPD,MAX_WIND_GUST
Odette,AU202021_23U,2021/04/09 12:00,20,1,30,-15.7,110.7,998,,130,97,0,0,56,20.6,28.3
Odette,AU202021_23U,2021/04/09 18:00,20,1,30,-17,112.2,990,,130,69,0,0,37,20.6,28.3
Odette,AU202021_23U,2021/04/10 0:00,20,1,21,-19,112.9,992,,93,37,0,0,,18,25.7
Odette,AU202021_23U,2021/04/10 6:00,20,1,21,-21.2,112.9,996,,74,55,0,0,,18,25.7
Odette,AU202021_23U,2021/04/10 12:00,20,1,60,-23.9,111.1,998,,74,0,0,0,,15.4,23.2
Paddy,AU202122_02U,2021/11/19 6:00,20,1,20,-9.8,103.1,1006,,185,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/19 12:00,20,1,20,-10.5,103.7,1006,,185,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/19 18:00,20,1,20,-10.3,104.3,1005,,241,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/20 0:00,20,1,20,-10.4,104.9,1005,,167,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/20 6:00,20,1,20,-10.5,105.2,1005,,130,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/20 12:00,20,1,20,-10.7,105.7,1005,,111,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/20 18:00,20,1,20,-11.2,105.9,1003,,148,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/21 0:00,20,1,20,-11.6,106,1003,,167,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/21 6:00,20,1,20,-11.7,106.4,1003,,167,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/21 12:00,20,1,20,-12,106.9,1002,,185,0,0,0,,15.4,23.2
Paddy,AU202122_02U,2021/11/21 18:00,20,1,21,-12.5,107.6,999,,185,46,0,0,,18,25.7
Paddy,AU202122_02U,2021/11/22 0:00,20,1,30,-12.9,108,997,,222,66,0,0,37,20.6,28.3
Paddy,AU202122_02U,2021/11/22 6:00,20,1,30,-13.3,108,997,,148,70,0,0,46,20.6,28.3
Paddy,AU202122_02U,2021/11/22 12:00,20,1,30,-13.4,107.9,995,,148,83,0,0,56,20.6,28.3
Paddy,AU202122_02U,2021/11/22 18:00,20,1,30,-13.5,107.7,994,,167,92,0,0,56,20.6,28.3
Paddy,AU202122_02U,2021/11/23 0:00,20,1,21,-13.6,107.5,996,,185,86,0,0,,20.6,28.3
Paddy,AU202122_02U,2021/11/23 6:00,20,1,21,-13.8,107.3,993,,185,74,0,0,,23.2,33.4
Paddy,AU202122_02U,2021/11/23 12:00,20,1,21,-13.8,107,992,,185,80,0,0,,23.2,33.4
Paddy,AU202122_02U,2021/11/23 18:00,20,1,21,-13.9,106.8,998,,185,74,0,0,,18,25.7
Paddy,AU202122_02U,2021/11/24 0:00,20,1,20,-14,106.6,1004,,185,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/24 6:00,20,1,20,-14.3,105.9,1004,,167,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/24 12:00,20,1,20,-14.1,105.4,1005,,167,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/24 18:00,20,1,20,-14.2,104.8,1005,,148,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/25 0:00,20,1,20,-14.2,104.4,1005,,130,0,0,0,,12.9,23.2
Paddy,AU202122_02U,2021/11/25 6:00,20,1,20,-14.5,103.7,1008,,185,0,0,0,,10.3,23.2
Paddy,AU202122_02U,2021/11/25 12:00,20,1,20,-14.5,102.6,1007,,167,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/11/29 18:00,20,1,20,-6.6,101.7,1006,,111,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/11/30 0:00,20,1,20,-6.7,102,1006,,167,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/11/30 6:00,20,1,20,-6.9,102.4,1002,,167,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/11/30 12:00,20,1,20,-7.5,102.5,1000,,167,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/11/30 18:00,20,1,21,-8.3,102.6,999,,167,37,0,0,,20.6,25.7
Teratai,AU202122_05U,2021/12/01 0:00,20,1,30,-9,102.6,998,,167,60,0,0,37,20.6,28.3
Teratai,AU202122_05U,2021/12/01 6:00,20,1,30,-9.4,102.6,996,,185,65,0,0,37,20.6,28.3
Teratai,AU202122_05U,2021/12/01 12:00,20,1,30,-9.7,102.2,998,,185,65,0,0,37,20.6,28.3
Teratai,AU202122_05U,2021/12/01 18:00,20,1,21,-9.9,101.8,1000,,185,74,0,0,,18,25.7
Teratai,AU202122_05U,2021/12/02 0:00,20,1,21,-10,101.2,1000,,185,65,0,0,,18,25.7
Teratai,AU202122_05U,2021/12/02 6:00,20,1,20,-9.8,100.9,1000,,167,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/02 12:00,20,1,20,-9.4,100.5,1002,,167,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/12/02 18:00,20,1,20,-9.2,99.6,1002,,167,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/03 0:00,20,1,20,-9.1,98.9,1004,,167,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/03 6:00,20,1,20,-9,98.4,1004,,167,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/03 12:00,20,1,20,-8.7,97.9,1004,,148,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/03 18:00,20,1,20,-8.5,97.2,1004,,148,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/04 0:00,20,1,20,-8.4,96.7,1004,,148,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/04 6:00,20,1,20,-8.3,96.7,1004,,148,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/04 12:00,20,1,20,-8.2,97,1004,,148,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/04 18:00,20,1,20,-7.8,97.3,1004,,167,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/05 0:00,20,1,20,-7.5,97.8,1006,,185,0,0,0,,7.7,23.2
Teratai,AU202122_05U,2021/12/05 6:00,20,1,20,-7.4,98.5,1006,,185,0,0,0,,7.7,23.2
Teratai,AU202122_05U,2021/12/05 12:00,20,1,20,-7.6,99.5,1006,,185,0,0,0,,7.7,23.2
Teratai,AU202122_05U,2021/12/05 18:00,20,1,20,-7.8,100.9,1006,,185,0,0,0,,7.7,23.2
Teratai,AU202122_05U,2021/12/06 0:00,20,1,20,-8.1,102.3,1006,,185,0,0,0,,7.7,23.2
Teratai,AU202122_05U,2021/12/06 6:00,20,1,20,-8.6,103.5,1002,,185,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/06 12:00,20,1,20,-9,104.6,1002,,185,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/12/06 18:00,20,1,20,-9.5,105.7,1002,,185,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/07 0:00,20,1,21,-10,106.5,1002,,185,28,0,0,,18,25.7
Teratai,AU202122_05U,2021/12/07 6:00,20,1,20,-10.6,106.6,1000,,185,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/07 12:00,20,1,20,-11.3,106.7,1000,,185,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/07 18:00,20,1,21,-12,106.5,1000,,185,34,0,0,,18,25.7
Teratai,AU202122_05U,2021/12/08 0:00,20,1,21,-12.5,106.2,1002,,185,28,0,0,,18,25.7
Teratai,AU202122_05U,2021/12/08 6:00,20,1,21,-13.1,105.6,1002,,185,37,0,0,,18,23.2
Teratai,AU202122_05U,2021/12/08 12:00,20,1,21,-13.4,105.1,1002,,185,37,0,0,,18,25.7
Teratai,AU202122_05U,2021/12/08 18:00,20,1,20,-13.8,104.6,1004,,185,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/09 0:00,20,1,20,-14.1,103.8,1006,,185,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/09 6:00,20,1,20,-14.3,103.1,1006,,185,0,0,0,,15.4,23.2
Teratai,AU202122_05U,2021/12/09 12:00,20,1,20,-14.6,102.4,1006,,185,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/12/09 18:00,20,1,20,-14.7,101.5,1006,,185,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/12/10 0:00,20,1,20,-15.2,100.7,1006,,185,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/12/10 6:00,20,1,20,-15.7,99.6,1006,,185,0,0,0,,12.9,23.2
Teratai,AU202122_05U,2021/12/10 12:00,20,1,20,-16.1,98.5,1006,,185,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/10 18:00,20,1,20,-16.5,97.4,1006,,185,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/11 0:00,20,1,20,-16.9,96.3,1006,,185,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/11 6:00,20,1,20,-17.5,95.2,1006,,185,0,0,0,,10.3,23.2
Teratai,AU202122_05U,2021/12/11 12:00,20,1,20,-17.6,94.1,1008,,185,0,0,0,,7.7,23.2
Teratai,AU202122_05U,2021/12/11 18:00,20,1,20,-17.8,92.9,1008,,185,0,0,0,,7.7,23.2
Ruby,AU202122_07U,2021/12/09 0:00,20,1,20,-9,155,1007,,,0,0,0,,10.3,23.2
Ruby,AU202122_07U,2021/12/09 6:00,20,1,20,-9.5,155.1,1007,,,0,0,0,,10.3,23.2
Ruby,AU202122_07U,2021/12/09 12:00,20,1,20,-9.6,155.2,1006,,,0,0,0,,10.3,23.2
Ruby,AU202122_07U,2021/12/09 18:00,20,1,20,-9.7,155.3,1006,,,0,0,0,,10.3,23.2
Ruby,AU202122_07U,2021/12/10 0:00,20,1,20,-9.8,155.5,1006,,185,0,0,0,,10.3,23.2
Ruby,AU202122_07U,2021/12/10 6:00,20,1,20,-10.1,155.6,1003,,241,0,0,0,,10.3,23.2
Ruby,AU202122_07U,2021/12/10 12:00,20,1,20,-10.3,155.6,1002,,296,0,0,0,,12.9,23.2
Ruby,AU202122_07U,2021/12/10 18:00,20,1,20,-10.4,155.7,1000,,296,0,0,0,,12.9,23.2
Ruby,AU202122_07U,2021/12/11 0:00,20,1,21,-10.5,156.1,998,,333,37,0,0,,18,25.7
Ruby,AU202122_07U,2021/12/11 6:00,20,1,20,-10.8,156.5,999,,370,0,0,0,,15.4,23.2
Ruby,AU202122_07U,2021/12/11 12:00,20,1,20,-11.6,156.6,1001,,370,0,0,0,,15.4,23.2
Ruby,AU202122_07U,2021/12/11 18:00,20,1,20,-12.6,156.9,1000,,370,0,0,0,,15.4,23.2
Ruby,AU202122_07U,2021/12/12 0:00,20,1,30,-13.6,157,994,,315,59,0,0,37,20.6,28.3
Ruby,AU202122_07U,2021/12/12 6:00,20,1,30,-14.7,157.7,990,,315,59,0,0,28,23.2,33.4
Ruby,AU202122_07U,2021/12/12 12:00,20,1,30,-15.5,158,988,,315,59,27,0,19,25.7,36
Ruby,AU202122_07U,2021/12/12 18:00,20,1,30,-16.4,158.9,983,,315,63,37,0,19,28.3,38.6
Ruby,AU202122_07U,2021/12/13 0:00,20,1,30,-17.4,159.7,980,,278,63,37,0,19,30.9,43.7
Ruby,AU202122_07U,2021/12/13 6:00,20,1,30,-18.3,161.2,977,,278,63,37,0,19,30.9,43.7
Ruby,AU202122_07U,2021/12/13 12:00,20,1,30,-19.2,162.2,981,,241,59,18,0,19,28.3,38.6
Ruby,AU202122_07U,2021/12/13 18:00,20,1,30,-20,163.8,980,,241,70,18,0,28,28.3,38.6
Ruby,AU202122_07U,2021/12/14 0:00,20,3,30,-21.2,165.4,982,,278,79,18,0,37,28.3,38.6
Ruby,AU202122_07U,2021/12/14 6:00,20,4,30,-22.2,167.3,981,,333,96,41,0,46,28.3,38.6
Ruby,AU202122_07U,2021/12/14 12:00,20,1,30,-23.3,169.1,987,,370,96,41,0,46,25.7,36
Ruby,AU202122_07U,2021/12/14 18:00,20,1,30,-24.3,170.6,987,,370,92,0,0,46,23.2,33.4
Ruby,AU202122_07U,2021/12/15 0:00,20,1,71,-25.2,172.5,987,,333,81,0,0,46,23.2,33.4
Seth,AU202122_08U,2021/12/23 12:00,20,1,20,-8.7,130,1004,,167,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/23 18:00,20,1,20,-9.2,129.9,1004,,167,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/24 0:00,20,1,20,-9.8,129.8,1004,,167,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/24 6:00,20,1,20,-10.2,129.9,1002,,167,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/24 12:00,20,1,20,-10.5,130.1,1004,,167,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/24 18:00,20,1,20,-11,130.1,1000,,185,0,0,0,,10.3,23.2
Seth,AU202122_08U,2021/12/25 0:00,20,1,20,-11.5,130.1,1000,,222,0,0,0,,12.9,23.2
Seth,AU202122_08U,2021/12/25 6:00,20,5,20,-11.9,130,996,,185,0,0,0,,12.9,23.2
Seth,AU202122_08U,2021/12/25 12:00,20,1,20,-12.5,130.2,998,,185,0,0,0,,12.9,23.2
Seth,AU202122_08U,2021/12/25 18:00,20,3,20,-12.7,130.5,996,,222,0,0,0,,12.9,23.2
Seth,AU202122_08U,2021/12/26 0:00,20,2,20,-13.3,130.6,997,,222,0,0,0,,10.3,23.2
Seth,AU202122_08U,2021/12/26 6:00,20,2,20,-13.7,130.6,996,,222,0,0,0,,10.3,23.2
Seth,AU202122_08U,2021/12/26 12:00,20,2,20,-13.9,130.6,999,,222,0,0,0,,10.3,23.2
Seth,AU202122_08U,2021/12/26 18:00,20,2,20,-14,130.6,998,,222,0,0,0,,10.3,23.2
Seth,AU202122_08U,2021/12/27 0:00,20,2,20,-13.5,130.3,999,,278,0,0,0,,10.3,23.2
Seth,AU202122_08U,2021/12/27 6:00,20,2,20,-13.4,130.6,997,,278,0,0,0,,7.7,23.2
Seth,AU202122_08U,2021/12/27 12:00,20,2,20,-13.6,131.5,1000,,222,0,0,0,,7.7,23.2
Seth,AU202122_08U,2021/12/27 18:00,20,2,20,-13.8,132.6,998,,222,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/28 0:00,20,2,20,-14,133.7,999,,222,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/28 6:00,20,2,20,-14.3,135.4,995,,185,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/28 12:00,20,4,20,-14.5,136.8,997,,185,0,0,0,,10.3,20.6
Seth,AU202122_08U,2021/12/28 18:00,20,1,20,-15,138.1,997,,185,0,0,0,,12.9,20.6
Seth,AU202122_08U,2021/12/29 0:00,20,1,20,-15.2,139.8,997,,222,0,0,0,,12.9,23.2
Seth,AU202122_08U,2021/12/29 6:00,20,3,20,-15.4,141.5,995,,278,0,0,0,,12.9,23.2
Seth,AU202122_08U,2021/12/29 12:00,20,2,20,-15.9,143.4,998,,278,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/29 18:00,20,4,20,-17.2,146.1,998,,278,0,0,0,,7.7,20.6
Seth,AU202122_08U,2021/12/30 0:00,20,1,20,-17.5,147.4,997,,333,0,0,0,,15.4,23.2
Seth,AU202122_08U,2021/12/30 6:00,20,1,20,-17.8,149.2,996,,333,0,0,0,,15.4,23.2
Seth,AU202122_08U,2021/12/30 12:00,20,1,20,-17.9,150.6,994,,333,0,0,0,,15.4,23.2
Seth,AU202122_08U,2021/12/30 18:00,20,1,20,-18.4,151.8,994,,333,0,0,0,,15.4,23.2
Seth,AU202122_08U,2021/12/31 0:00,20,1,30,-19.4,153.3,992,,370,148,0,0,56,20.6,28.3
Seth,AU202122_08U,2021/12/31 6:00,20,1,30,-20,154.5,986,,370,185,46,0,74,25.7,36
Seth,AU202122_08U,2021/12/31 12:00,20,1,30,-20.6,155.3,982,,407,188,46,0,74,28.3,41.2
Seth,AU202122_08U,2021/12/31 18:00,20,1,30,-21,155.8,986,,444,177,0,0,74,23.2,33.4
Seth,AU202122_08U,2022/01/01 0:00,20,1,30,-21.3,156.7,988,,444,155,0,0,74,23.2,33.4
Seth,AU202122_08U,2022/01/01 6:00,20,1,21,-21.7,157.5,988,,444,185,0,0,74,23.2,33.4
Seth,AU202122_08U,2022/01/01 12:00,20,1,21,-22.8,158.3,990,,444,191,0,0,93,20.6,28.3
Seth,AU202122_08U,2022/01/01 18:00,20,1,21,-24,158.8,990,,444,209,0,0,93,20.6,28.3
Seth,AU202122_08U,2022/01/02 0:00,20,1,71,-25.8,159,990,,370,159,0,0,93,20.6,28.3
Seth,AU202122_08U,2022/01/02 6:00,20,1,71,-26.5,158.6,988,,370,162,0,0,93,20.6,28.3
Seth,AU202122_08U,2022/01/02 12:00,20,1,71,-27.1,158.3,990,,407,199,0,0,93,18,25.7
Seth,AU202122_08U,2022/01/02 18:00,20,1,70,-27.5,157.7,990,,407,0,0,0,,15.4,23.2
Seth,AU202122_08U,2022/01/03 0:00,20,1,70,-27.9,157.3,990,,407,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/03 6:00,20,1,70,-28.1,157.3,990,,407,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/03 12:00,20,1,70,-28.1,157,992,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/03 18:00,20,1,70,-28,156.2,994,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/04 0:00,20,1,70,-27.6,156,996,,,0,0,0,,15.4,23.2
Seth,AU202122_08U,2022/01/04 6:00,20,1,70,-26.9,155.8,996,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/04 12:00,20,1,70,-26.6,155.2,998,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/04 18:00,20,1,70,-26,155.7,996,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/05 0:00,20,1,70,-25.6,155.7,998,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/05 6:00,20,1,70,-25.2,155.8,998,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/05 12:00,20,1,70,-25.2,155.2,998,,,0,0,0,,12.9,23.2
Seth,AU202122_08U,2022/01/05 18:00,20,1,70,-25.2,154.7,998,,,0,0,0,,12.9,20.6
Seth,AU202122_08U,2022/01/06 0:00,20,1,70,-25,154.3,1000,,,0,0,0,,12.9,20.6
Seth,AU202122_08U,2022/01/06 6:00,20,1,70,-24.8,153.9,1000,,,0,0,0,,12.9,20.6
Seth,AU202122_08U,2022/01/06 12:00,20,5,70,-25,153.3,1002,,,0,0,0,,10.3,20.6
Seth,AU202122_08U,2022/01/06 18:00,20,1,70,-25,153,1002,,,0,0,0,,10.3,20.6
Seth,AU202122_08U,2022/01/06 21:00,20,3,70,-25.25,152.75,1004,,,0,0,0,,10.3,20.6
Seth,AU202122_08U,2022/01/07 0:00,20,2,70,-25.5,152.5,1004,,,0,0,0,,7.7,20.6
Seth,AU202122_08U,2022/01/07 6:00,20,2,70,-25.8,152.2,1004,,,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/08 0:00,20,1,20,-11.9,147.5,1005,,167,0,0,0,,12.9,23.2
Tiffany,AU202122_10U,2022/01/08 6:00,20,1,20,-12.8,147.8,1004,,185,0,0,0,,12.9,23.2
Tiffany,AU202122_10U,2022/01/08 12:00,20,1,20,-13.2,147.9,1004,,185,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/08 18:00,20,1,20,-13.7,147.9,1002,,222,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/09 0:00,20,1,20,-14,147.1,1000,,222,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/09 6:00,20,1,30,-14.1,146.7,995,,222,52,0,0,28,20.6,28.3
Tiffany,AU202122_10U,2022/01/09 12:00,20,1,30,-14.1,145.9,992,,222,52,28,0,28,25.7,36
Tiffany,AU202122_10U,2022/01/09 18:00,20,1,30,-14.1,144.9,990,,204,52,28,0,19,25.7,36
Tiffany,AU202122_10U,2022/01/09 21:00,20,1,30,-14.1,144.5,991,,185,52,28,0,19,28.3,38.6
Tiffany,AU202122_10U,2022/01/10 0:00,20,1,30,-14.2,144.2,992,,167,40,18,0,19,28.3,38.6
Tiffany,AU202122_10U,2022/01/10 3:00,20,1,30,-14.4,144,993,,167,33,0,0,19,23.2,33.4
Tiffany,AU202122_10U,2022/01/10 6:00,20,3,30,-14.6,143.7,994,,167,25,0,0,19,18,25.7
Tiffany,AU202122_10U,2022/01/10 12:00,20,2,20,-14.6,142.8,1003,,167,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/10 18:00,20,4,20,-14.5,141.5,1002,,148,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/11 0:00,20,1,21,-14.5,141.1,1000,,185,28,0,0,,18,25.7
Tiffany,AU202122_10U,2022/01/11 6:00,20,1,21,-15.1,139.7,998,,185,49,0,0,,18,25.7
Tiffany,AU202122_10U,2022/01/11 12:00,20,1,30,-14.9,138.2,995,,185,50,14,0,22,25.7,36
Tiffany,AU202122_10U,2022/01/11 18:00,20,1,30,-14.8,136.7,992,,204,53,28,0,19,25.7,36
Tiffany,AU202122_10U,2022/01/12 0:00,20,3,30,-14.6,135.5,988,,167,42,18,0,19,25.7,36
Tiffany,AU202122_10U,2022/01/12 6:00,20,2,21,-14.5,133.7,992,,222,31,0,0,,18,25.7
Tiffany,AU202122_10U,2022/01/12 12:00,20,2,20,-14.9,132.6,998,,185,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/12 18:00,20,2,20,-15.1,131.6,1000,,167,0,0,0,,10.3,23.2
Tiffany,AU202122_10U,2022/01/13 0:00,20,2,20,-15.4,130.5,1002,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/13 6:00,20,2,20,-15.5,129.4,1000,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/13 12:00,20,2,20,-15.8,127.9,1000,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/13 18:00,20,2,20,-16,126.8,1000,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/14 0:00,20,2,20,-16.2,126.4,1000,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/14 6:00,20,2,20,-16.8,125.7,999,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/14 12:00,20,2,20,-17.07,125.4,998,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/14 18:00,20,2,20,-17.38,125.1,998,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/15 0:00,20,2,20,-17.9,125,997,,148,0,0,0,,7.7,23.2
Tiffany,AU202122_10U,2022/01/15 6:00,20,2,20,-18.8,124.8,997,,148,0,0,0,,10.3,23.2
Tiffany,AU202122_10U,2022/01/15 12:00,20,2,20,-19.71,124.97,998,,185,0,0,0,,10.3,23.2
Tiffany,AU202122_10U,2022/01/15 18:00,20,2,20,-20.99,125.59,998,,222,0,0,0,,10.3,23.2
Tiffany,AU202122_10U,2022/01/16 0:00,20,2,20,-21.8,126.3,992,,222,0,0,0,,12.9,23.2
Tiffany,AU202122_10U,2022/01/16 6:00,20,2,20,-23.34,127.27,992,,222,0,0,0,,12.9,23.2
Tiffany,AU202122_10U,2022/01/16 12:00,20,2,20,-24.1,127.87,992,,222,0,0,0,,12.9,23.2
Tiffany,AU202122_10U,2022/01/16 18:00,20,2,20,-24.7,128.43,992,,241,0,0,0,,12.9,23.2
Tiffany,AU202122_10U,2022/01/17 0:00,20,2,20,-25.3,129,992,,278,0,0,0,,15.4,23.2
Tiffany,AU202122_10U,2022/01/17 6:00,20,2,20,-26,129.9,992,,278,0,0,0,,15.4,23.2
Dovi,AU202122_18U,2022/02/07 0:00,20,1,20,-19.1,163.6,1004,,370,0,0,0,,10.3,23.2
Dovi,AU202122_18U,2022/02/07 6:00,20,1,20,-19,164.5,1003,,370,0,0,0,,12.9,23.2
Dovi,AU202122_18U,2022/02/07 12:00,20,1,20,-19,165.3,1002,,370,0,0,0,,12.9,23.2
Dovi,AU202122_18U,2022/02/07 18:00,20,1,20,-19,166.1,1001,,370,0,0,0,,12.9,23.2
Dovi,AU202122_18U,2022/02/08 0:00,20,1,20,-19.1,167.1,1000,,370,0,0,0,,12.9,23.2
Dovi,AU202122_18U,2022/02/08 6:00,20,1,20,-19.1,167.6,1000,,370,0,0,0,,15.4,23.2
Dovi,AU202122_18U,2022/02/08 12:00,20,1,20,-19.3,168.4,996,,370,0,0,0,,15.4,23.2
Dovi,AU202122_18U,2022/02/08 18:00,20,1,20,-19,168.7,991,,370,0,0,0,,15.4,23.2
Dovi,AU202122_18U,2022/02/09 0:00,20,1,30,-19.3,168.8,987,,370,148,0,0,37,18,25.7
Dovi,AU202122_18U,2022/02/09 6:00,20,1,30,-19.7,168.9,985,,444,162,0,0,37,18,25.7
Dovi,AU202122_18U,2022/02/09 12:00,20,1,30,-20,168.8,986,,593,162,0,0,37,20.6,28.3
Dovi,AU202122_18U,2022/02/09 18:00,20,1,30,-20.6,168.9,983,,593,148,0,0,28,23.2,33.4
Dovi,AU202122_18U,2022/02/10 0:00,20,1,30,-21.1,168.8,977,,556,148,62,0,28,25.7,36
Dovi,AU202122_18U,2022/02/10 6:00,20,5,30,-22.2,167.9,975,,556,148,62,0,46,30.9,43.7
Dovi,AU202122_18U,2022/02/10 12:00,20,5,40,-23,166.9,967,,648,155,66,37,46,36,51.4
Dovi,AU202122_18U,2022/02/10 18:00,20,1,40,-23.8,166.5,955,,648,148,77,37,41,41.2,56.6
Dovi,AU202122_18U,2022/02/11 0:00,20,1,40,-25,165.9,942,,556,148,81,37,33,46.3,64.3
Dovi,AU202122_18U,2022/02/11 6:00,20,1,40,-26.7,166.2,956,,556,148,81,44,33,41.2,56.6
Dovi,AU202122_18U,2022/02/11 12:00,20,1,40,-28.8,166.1,961,,556,126,61,30,28,38.6,54
Dovi,AU202122_18U,2022/02/11 18:00,20,1,40,-31.8,166.3,970,,556,211,103,23,46,33.4,46.3
Dovi,AU202122_18U,2022/02/12 0:00,20,1,30,-33.5,166.4,975,,556,211,103,0,46,30.9,43.7
Dovi,AU202122_18U,2022/02/12 6:00,20,1,71,-34.5,168.1,975,,556,281,86,0,,30.9,43.7
Dovi,AU202122_18U,2022/02/12 12:00,20,1,71,-36.3,170.2,980,,556,277,86,0,,30.9,43.7
Vernon,AU202122_22U,2022/02/23 0:00,20,1,20,-12.9,99.6,1006,,148,0,0,0,,7.7,23.2
Vernon,AU202122_22U,2022/02/23 6:00,20,1,20,-12.8,98.7,1004,,148,0,0,0,,7.7,23.2
Vernon,AU202122_22U,2022/02/23 12:00,20,1,20,-12.7,98.3,1004,,148,0,0,0,,10.3,23.2
Vernon,AU202122_22U,2022/02/23 18:00,20,1,20,-12.6,97.6,1002,,148,0,0,0,,10.3,23.2
Vernon,AU202122_22U,2022/02/24 0:00,20,1,20,-12.8,96.8,1002,,148,0,0,0,,10.3,23.2
